	data	label	label_id
3283	"From: ddennis@nyx.cs.du.edu (Dave Dennis)
Subject: Re: Adobe Type Manager - what good is it??
Organization: University of Denver, Dept. of Math & Comp. Sci.
Lines: 29

menchett@dws015.unr.edu (Peter J Menchetti) writes:

>The subject says it all. I bought Adobe Type Manager and find it completely
>useless. I ftped some atm fonts and couldn't install them. What's the use?
>Are you supposed to be able to convert ATM fonts to Truetype?

>If there's anyone out there who has this program and actually finds it 
>useful, enlighten me!

>Pete

There are some tricks to installing ATM to windows... install them first
to dos, then run the ATM control panel to get them into windows.

The best reason for ATM is that Adobe IS the standard.  Truetype is a
failed MS venture to undercut Adobe when Adobe was being nasty about
keeping their formats proprietary.  Just about any service bureau or print
shop will smirk and send you on your way if you bring a TrueType document
to them for high resolution printing or ripping.

Although there are lots of pretty TT fonts floating around, they are really
for dot matrix or your own lazer printer.
However, you can convert your TT fonts with Fontmonger or some similar program
to ATM fonts for high end stuff.

If you are using dot matrix for all your printing, you may have wasted
your money!

Dave
"	comp.graphics	1
7724	"From: pjs269@tijc02.uucp (Paul Schmidt)
Subject: Re: Limiting Govt (was Re: Employment (was Re: Why not concentrate...)
Organization: Advocates for Self-Government - Davy Crockett Chapter
X-Newsreader: Tin 1.1 PL4
Lines: 27

Chris.Holt@newcastle.ac.uk (Chris Holt) writes:
: 
: >It's quite possible that a buyer and seller will both
: >trust some third party more than either trust the other, and
: >will desire the moderation of that third party.  But if a random
: >third party assumes the right to interfere in a transaction contarary
: >to the wishes of the primary participants, odds are pretty good the
: >results will be detrimental.
: 
: So we try to ensure that the process of deciding whether to introduce
: third parties isn't random.  As Steve said above, there are examples
: where third parties *are* less ignorant or corrupt than the two
: primary parties; should this knowledge not be able to help?
: 
A third party should be able to use persuasion to sway the transaction.
If, on the other hand, we condone the use of force or threat of violence 
by the third party, then we are in trouble.  A fourth party could say 
that it knows better than parties 1, 2, and 3.  And a fifth party... and 
so on.  Who wins?  The one that can use the force or threat of force the
best.  In other words ""Might makes right.""  Let's abandon such
aggressive tactics and work from voluntary cooperation and respect from 
others.  That is what libertarians want.
-- 
Paul Schmidt: Advocates for Self-Government, Davy Crockett Chapter President
706 Judith Drive, Johnson City, TN 37604, (615)283-0084, uunet!tijc02!pjs269
""Freedom seems to have unleashed the  creative energies of the people -- and
leads to ever higher levels of income and social progress.""  --  U.N. report
"	talk.politics.misc	18
9746	"From: mse@cc.bellcore.com (25836-michael evenchick(F113))
Subject: Re: BEST FIRST BASEMEN...
Organization: Bellcore, Livingston, NJ
Lines: 19

In article <1993Apr20.102857.1@tesla.njit.edu>, drm6640@tesla.njit.edu says:
>
>DON MATTINGLY IS THE BEST FIRST BASEMAN IN THE HISTORY OF BASEBALL.....ALWAYS
>HAS BEEN.....ALWAYS WILL BE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

Always has been??????

Even before he was even conceived of? That's a neat trick.

Always will be??????

We leave a lot of room for error don't we.

Hopefully I missed an earlier post that this was with regard to otherwise ...
well I leave that to the individual to fill in but I will say what about
Gehrig! (shortened and not capitalized for the ease of the reader)


Mike
"	rec.sport.baseball	9
213	"From: prg@nessie.mcc.ac.uk (Pete Green)
Subject: Wanted: Advice/comments on building a PC
Distribution: uk
Organization: Manchester Computing Centre
Lines: 14

In the next few months I am intending to build a 386 or 486 PC system
for remote monitoring. I would welcome any comments or advice you may
have on the choice of motherboard, HDDs and I/O boards. Recommendations
for good companies selling these would be a big help.

Many thanks,

Peter Green.


-- 
Peter R. Green ------- Tel:+44 61 200 4738 ---- Fax:+44 61 200 4019 -----------
  JANET: prg@uk.ac.mcc.nessie            INTERNET: prg%nessie.mcc.ac.uk   
----------------------- #include <std.disclaimers> ----------------------------
"	comp.sys.ibm.pc.hardware	3
9792	"From: gsa@panix.com (Gary Assa)
Subject: Re: [Genesis] More GAMES FOR SALE (Updated and Expanded)
Organization: PANIX Public Access Unix, NYC
Distribution: na
Lines: 3

I am selling Joe Montana SportsTalk Football '93 for the Genesis for 30 bucksm
which will include shipping. Firt come first some.

"	misc.forsale	6
7195	"From: f_gautjw@ccsvax.sfasu.edu
Subject: Re: A Message for you Mr. President: How do you know what happened?
Organization: Stephen F. Austin State University
Lines: 24

In article <1993Apr21.164554.1@ccsua.ctstateu.edu>, parys@ccsua.ctstateu.edu writes:
> I told some friends of mine two weeks ago that Koresh was dead.  The FBI and
> the BATF could not let a man like that live.  He was a testimonial to their
> stupidity and lies.    
> 
	[...deleted...]

Unfortunately, I think you've got it figured pretty well.  I also ask
myself the question ""Why did they plan for so many months.  Why was
this so important to them?  What was the government really up to?
Why did they seal the warrant?  Were they after Koresh or were they after      
the first and second amendments, among others?

> 
> We waited 444 days for our hostages to come home from Iran.  We gave these
> people 51 days.  
> 
-- 
 *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *
 Joe Gaut                    |   In the super-state, it really does not
 <f_gautjw@ccsvax.sfasu.edu> |   matter at all what actually happened.
     Remember the Alamo      |   Truth is what the government chooses to 
       Remember Waco         |   tell you.  Justice is what it wants to happen.
                                        --Jim Garrison, New Orleans, La.
"	talk.religion.misc	19
1054	"From: Center for Policy Research <cpr@igc.apc.org>
Subject: Assistance to Palest.people
Nf-ID: #N:cdp:1483500359:000:3036
Nf-From: cdp.UUCP!cpr    Apr 24 15:00:00 1993
Lines: 78


From: Center for Policy Research <cpr>
Subject: Assistance to Palest.people


U.N. General Assembly Resolution 46/201 of 20 December 1991

ASSISTANCE TO THE PALESTINIAN PEOPLE
---------------------------------------------
The General Assembly

Recalling its resolution 45/183 of 21 December 1990

Taking into account the intifadah of the Palestinian people in the
occupied Palestinian territory against the Israeli occupation,
including Israeli economic and social policies and practices,

Rejecting Israeli restrictions on external economic and social
assistance to the Palestinian people in the occupied Palestinian
territory,

Concerned about the economic losses of the Palestinian people as a
result of the Gulf crisis,

Aware of the increasing need to provide economic and social
assistance to the Palestinian people,

Affirming that the Palestinian people cannot develop their
national economy as long as the Israeli occupation persists,

1. Takes note of the report of the Secretary-General on assistance
to the Palestinian people;

2. Expresses its appreciation to the States, United Nations bodies
and intergovernmental and non-governmental organizations that have
provided assistance to the Palestinian people,

3. Requests the international community, the United Nations system
and intergovernmental and non-governmental organizations to
sustain and increase their assistance to the Palestinian people,
in close cooperation with the Palestine Liberation Organization
(PLO), taking in account the economic losses of the Palestinian
people as a result of the Gulf crisis;

4. Calls for treatment on a transit basis of Palestinian exports
and imports passing through neighbouring ports and points of exit
and entry;

5. Also calls for the granting of trade concessions and concrete
preferential measures for Palestinian exports on the basis of
Palestinian certificates of origin;

6. Further calls for the immediate lifting of Israeli restrictions
and obstacles hindering the implementation of assistance projects
by the United Nations Development Programme, other United Nations
bodies and others providing economic and social assistance to the
Palestinian people in the occupied Palestinian territory;

7. Reiterates its call for the implementation of development
projects in the occupied Palestinian territory, including the
projects mentioned in its resolution 39/223 of 18 December 1984;

8. Calls for facilitation of the establishment of Palestinian
development banks in the occupied Palestinian territory, with a
view to promoting investment, production, employment and income
therein;

9. Requests the Secretary-General to report to the General
The General Assembly at its 47th session, through the Economic and Social
Council, on the progress made in the implementation of the present
resolution.
-----------------------------------------------

In favour 137 countries (Europe, Canada, Australia, New Zealand,
Japan, Africa, South America, Central America and Asia) Against:
United States and Israel Abstaining: None


"	talk.politics.mideast	17
5179	"From: golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy)
Subject: Re: Stan Fischler, 4/22
Organization: University of Toronto Chemistry Department
Lines: 25

In article <1993Apr24.181145.17567@news.columbia.edu> gld@cunixb.cc.columbia.edu (Gary L Dare) writes:
>
>* Roger Neilson is not property ... among other rumours, he's now
>the #1 candidate to coach the Flyers, and will bring along Colin
>Campbell as his assistant.
>

This would be dumb move of the nineties...Lindros is big and strong...
but why give him a ball and chain on one leg and an anchor on the
other to drag along.

>* Compuware is actively scouting Phoenix for a new team in 94-95 [hey,
>Nick and Jimmy ... buy the Devils and fix them here, please! --- gld].
>

Not if Pocklington gets there first! (-...actually, if Pocklington
doesn't get a better deal, he would probably go to Hamilton...taking
the team out of Canada would get the whole country mad at him...
taking the team to Hamilton wouldn't get anybody mad at him that 
isn't mad at him already...and would make him a lot of friends
in Southern Ontario...so many that the whining of the stupid politicians in
Edmonton and the fickle spoiled fans wouldn't be noticed at all.
Edmonton would wallow in anonymnity.

Gerald
"	rec.sport.hockey	10
12179	"From: thomas@cmgm.stanford.edu (Thomas Kiefhaber)
Subject: Re: German audience is lunatic??
Organization: Stanford University
Lines: 57

In article <1993Apr21.114335.7071@ousrvr.oulu.fi>, golf@phoenix.oulu.fi
(Jouko Kylmaoja) wrote:
> 
> I watched the game Germany-Czechs in WC today...and i was astonished about
> the behaviour of the German audience!
> The German team got a few penalties in the last period and the crowd went
> grazy! They threw coins, extra pucks and other trash into the rink...is
> that stupid or what?? I guess the Canadian referee (one of the
> Isostar-bros ;) gave the German team a penalty for that, but it didn't help
> much.
> I guess the Germans just are proud over their Nazi-Kill-'em-All-Everyone-
> But-Us-Germans-Sucks attitude...they just seem to have that kind of attitude
> in every possible sport (remember the European champs in Stockholm in soccer)
> It really pisses me off!
> I do not mean that every single German has this attitude that sucks, but 
> most of them seem to do...

I can understand your anger about the German audience. I mean, it was the
Finnish team they played and they were taking advantage of the ridiculous
penalties the Canadien ref called in the last period. The Germans got a
match penalty and a 10 minutes misconduct for practically nothing and
seconds after that the German goalie got two minutes for ""delay of game""
for a shot that was deflected and went into the crowd. The resulting 5:3
skating advantage lead to the deciding goal at a point, when the Germans
were starting to come up strong.
I am also sick of the nationalism that is going on in German sports events.
If you watch for example a tennis Davis Cup match the players are often not
able to play for minutes, because the crowd is so obnoxious. But I have to
admit that this kind of nationalism is as strong or even stronger in most
other countries (you should go to the US and watch the way they present the
Olympics on television; or the soccer crowds in England; or the Finnish
spectators at nordic skiing events.....). I mean it makes me sick to see
all this nationalism all over the world and I would rather see the best
team/player win and get cheared at. I do not mind if my favorite team
looses to somebody that is better or plays more attractive and I have to
admit that in most sports the German national site is not my favorite team
to watch (the German soccer team is boring to watch, for example).
But, reading the above posting, I think that you are on the same level as
these crowds you are criticizing. It is easy to talk of (nearly all)
Germans as Nazis and nationalists; thats the kind of propaganda that all
ultraconservative people use against Germany. It is true that there is a
great danger of re-arising nationalism in Germany but from my experience
most of the people (at least of the people that i know) also regard this as
a big threat and are trying to demonstrate this attitude now. Why can't we
just look at people as human beeings and not try to put them into drawers
corresponding to their nationality (eg. all Russians are Communists; all
Americans are Capitalists; all Germans are Nazis, all Fins are hanging
around beeing drunk on ferries...). 
In my opinion, your comment shows the narrowness of your mind and that you
don't seem to be different from the Nazis you are talking about.

Thomas


""There's no time to hate, barely time to wait"" (Jerry Garcia/Robert Hunter)

       
"	rec.sport.hockey	10
15399	"From: kkeller@mail.sas.upenn.edu (Keith Keller)
Subject: Playoff pool rule revision
Organization: University of Pennsylvania, School of Arts and Sciences
Lines: 10
Nntp-Posting-Host: mail.sas.upenn.edu

Well, I will have to change the scoring on my playoff pool.  Unfortunately
I don't have time right now, but I will certainly post the new scoring
rules by tomorrow.  Does it matter?  No, you'll enter anyway!!!  Good!

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!

            ""When I want your opinion, I'll give it to you."" 
"	rec.sport.hockey	10
4113	"From: ethan@cs.columbia.edu (Ethan Solomita)
Subject: Re: X protocol packet type
Article-I.D.: cs.C52I2q.IFJ
Organization: Columbia University Department of Computer Science
Lines: 7

In article <93091.144124DEP@SLACVM.SLAC.STANFORD.EDU> <DEP@SLACVM.SLAC.STANFORD.EDU> writes:
>Is there a way to identify an X-protocol packet under DECNET? Under
>TCP/IP?
>
	The information in the packets isn't necessarily
distinctive -- you need to know that it is an X11 connection.
	-- Ethan
"	comp.windows.x	5
11718	"From: kmr4@po.CWRU.edu (Keith M. Ryan)
Subject: Re: Burden of Proof
Organization: Case Western Reserve University
Lines: 41
NNTP-Posting-Host: b64635.student.cwru.edu

In article <1993Apr21.182030.888@batman.bmd.trw.com> jbrown@batman.bmd.trw.com writes:
>Actually, both are positive arguments.  (""Positive"" may not be the best
>description here due to possible misunderstanding, but it's the term you
>used.)  Positive arguments/assertions can be both affirmative (i.e. God 
>exists) and negative (i.e. God does not exist).  Both carry an equal 
>burden of proof because they are both asserting that a certain idea
>is true.  The default condition, in the absence of a preponderance of
>evidence either way, is that the proposition or assertion is undecidable.
>And the person who takes the undecidable position and says that he/she
>simply disbelieves that the proposition is true, is the only one who
>holds no burden of proof.  This is why the so-called ""weak atheist""
>position is virtually unassailable -- not because it stands on a firm
>foundation of logical argument, but because it's proponents simply
>disbelieve in the existence of God(s) and therefore they hold no burden
>of proof.  When you don't assert anything, you don't have to prove
>anything.  That's where weak atheism draws its strength.  But its
>strength is also its Achilles' heel.  Without assertions/axioms, one
>has no foundation upon which to build.  As a philosophy, it's virtually
>worthless.  IMO, of course.

	So, if I were to assert that there are no thousand year old 
invisible pink unicorns* residing in my walls, I need to support this with 
evidence? I think the _lack_ of evidence shall suffice.


	* Who happen to like listening to satanic messages found in playing 
Beethoven's 45th symphony backwards.
---

        ""FBI officials said cult leader David Koresh may have 
         forced followers to remain as flames closed in. Koresh's 
         armed guard may have injected as many as 24 children with 
         poison to quiet them.""

        -
        
        ""And God saw everything he had made, and, behold, in was very 
         good.""

         Genesis 1:31

"	talk.religion.misc	19
17613	"From: bh437292@longs.LANCE.ColoState.Edu (Basil Hamdan)
Subject: Re: Basil, opinions? (Re: Water on the brain)
Reply-To: bh437292@lance.colostate.edu
Nntp-Posting-Host: parry.lance.colostate.edu
Organization: Engineering College, Colorado State University
Lines: 65

In article <1qmdtlINNkrc@early-bird.think.com>, shaig@Think.COM (Shai Guday) writes:
|> In article <1993Apr15.204930.9517@thunder.mcrcim.mcgill.edu>, hasan@McRCIM.McGill.EDU  writes:
|> |> 
|> |> In article <1993Apr15.055341.6075@nysernet.org>, astein@nysernet.org (Alan Stein) writes:
|> |> |> I guess Hasan finally revealed the source of his claim that Israel
|> |> |> diverted water from Lebanon--his imagination.
|> |> |> -- 
|> |> |> Alan H. Stein                     astein@israel.nysernet.org
|> |> Mr. water-head,
|> |> i never said that israel diverted lebanese rivers, in fact i said that
|> |> israel went into southern lebanon to  make sure that no 
|> |> water is being used on the lebanese
|> |> side, so that all water would run into Jordan river where there
|> |> israel will use it  !#$%^%&&*-head.
|> 
|> Of course posting some hard evidence or facts is much more
|> difficult.  You have not bothered to substantiate this in
|> any way.  Basil, do you know of any evidence that would support
|> this?

I agree with Shai,  there are many references to Israeli
plans on the Litani river but I have yet to find hard 
evidence.  I had mentioned before that there is a report
commissioned by the UN to study the Litani river, it is 
still in draft form.  The Israeli gov't also commissioned
a study on the river that was done by Dr. Ben Wolfe.
The Litani starts in the Bekaa valley in Lebanon,
flows Southward, then West across South Lebanon and
discharges into the Mediterranean near the city of Tyre.
There are other rivers such as the Hasbani and the Wazzani
that start in Lebanese territory than join the Jordan river.  
The most mentioned plan was one that would divert water
from the Litani into these, then the water would flow
naturally into the Lac De Houle.  BUT there is no evidence
of any diversion structure (which would need to be at least
3 km long).  The area is mountainous, inaccessible and
occupied by Israel so I have not seen any independent 
reports of the existence of any diversion structure there.
Another often mentioned diversion is through deep wells.
It is also rumored that Israe has 600 m wells
tapping into deep aquifers and drawing water on the
Israeli side of the border.  If such wells are indeed
under use they would be costly to operate 
(high energy costs) and the Lebanese and Israeli gov't should 
agree on the distribution of water from shared aquifers
as part of an overall peace plan and the bilateral
negociations on ""regional issues"".  The fact that we have
been at war all this time has led to the current state
of affairs where withdrawals from such aquifers is
completely unregulated.


Basil





|> |> Hasan 
|> 
|> -- 
|> Shai Guday              | Stealth bombers,
|> OS Software Engineer    |
|> Thinking Machines Corp. |	the winged ninjas of the skies.
|> Cambridge, MA           |
"	talk.politics.mideast	17
4938	"From: weilej@cary115.its.rpi.edu (Jason Lee Weiler)
Subject: Re: need a viewer for gl files
Nntp-Posting-Host: cary115.its.rpi.edu
Reply-To: weilej@rpi.edu
Organization: Rensselaer Polytechnic Institute, Troy, NY.
Lines: 17

In article <1qu36i$kh7@dux.dundee.ac.uk>, dwestner@cardhu.mcs.dundee.ac.uk (Dominik Westner) writes:
|> Hi, 
|> 
|> the subject says it all. Is there a PD viewer for gl files (for X)?
|> 
|> Thanks
|> 
|> 
|> Dominik
|> 

Dominik,

	Have you tried xgrasp?  It's out there on several ftp sites.(not sure which, but archie can find it, I'm sure.)  It works ok but it lacks an interface.

-Jason Weiler
<weilej@rpi.edu>
"	comp.graphics	1
11743	"From: cramer@optilink.COM (Clayton Cramer)
Subject: Re: Why not concentrate on child molesters?
Article-I.D.: optilink.15210
Organization: Optilink Corporation, Petaluma, CA
Lines: 29

In article <1993Apr3.165155.1@kosmos.wcc.govt.nz>, quirke_a@kosmos.wcc.govt.nz writes:
> cramer@optilink.COM (Clayton Cramer) writes:
# # I thought I was clear.  Because homosexuals support laws to force
# # employment of homosexuals against the will of some employers, they
# # are attempting to interfere with private acts between mutually consenting
# # adults.
# 
#    Ok, I'll leave others to discuss your use of statistics, but I think I'm
# able to discuss liberterian ideas.
#    The ideas are good. They seek to maximise individual rights by keeping
# governments out of transactions between consenting adults. If an employer wants
# to discriminate against a group, she/he should be allowed to to maximise their
# freedom. The discriminatees can go elsewhere.
#    Unfortunately, it doesn't relate to maximising total individual rights
# within a community. If an employer or shopkeeper or whatever can discriminate
# in this way, then the freedom of the discriminatee goes down. Because people do
# not live in perfect economic conditions, with perfect mobility, unlimited
# numbers of potential employers of their skills, unlimited places to buy goods,
# the liberterian argument leads to a *decrease* in the amount of liberty in the
# community. 

You mean, if a large part of the population supports discrimination 
against homosexuals, they will be injured.  But if a large part of the
population supports such discrimination, how did that law get passed?

# Tony Quirke, Wellington, New Zealand. Quirke_a@kosmos.wcc.govt.nz
-- 
Clayton E. Cramer {uunet,pyramid}!optilink!cramer  My opinions, all mine!
Relations between people to be by mutual consent, or not at all.
"	talk.politics.misc	18
9545	"From: paul@fugu.Data-IO.COM (Paul Brownlow)
Subject: Re: 1993 NHL Draft
Organization: Data I/O Corporation
Lines: 11

In article <1993Apr20.184627.4585@newshub.ariel.yorku.ca>, cs902043@ariel.yorku.ca (SHAWN LUDDINGTON) writes:
|> Tampa Bay will either go for a russian Kozlov (I think that's it) or a 
|>     defenseman Rob Niedemeyer (probably spelt the last name wrong)

Rob Niedermayer is a forward (center, I think) with the WHL Medicine Hat
Tigers.  His brother, Scott, is a defenseman (now with the NJ Devils).
-- 
Paul Brownlow				|         Visualize 
Data I/O Corp.  Redmond, WA		|	   Whirled
paul@data-io.com			|	    Peas
					|
"	rec.sport.hockey	10
1311	"From: lmebold@sgcl1.unisg.ch
Subject: Re: ISA to EISA
Distribution: comp
Organization: University of St.Gallen, Switzerland
Lines: 30

In article <9APR199312315727@envmsa.eas.asu.edu>, firman@envmsa.eas.asu.edu (B B S) writes:
> In article <CASEY.93Apr9115458@grace.wharton.upenn.edu>, casey@grace.wharton.upenn.edu (Shawn Casey) writes...
>>Hello,
>> 
>>I have a question for anyone that may be familiar with ISA and EISA sytem
>>configurations.
>> 
>>1)  After I switch the ISA boards into the EISA board (all of the cards are
>>ISA) the system seems to work with no problem what so ever.  But some of the 
>>interupt problems that we had with the ISA board continue with the EISA board.
>>Is it my understanding that the EISA board should be able to handle IRQ 
>>conficts when running windows.
>> 
>>	Problem:  When running our network via telnet (tcp/ip) with windows
>>	running the system kicks us out of windows (IRQ confict within windows
>>	I assume).
>> 
>>Also, are there any memory address problems that will happen when the 
>>boards are switched (base memory that is).
> 
> As far as I know, if you are using EISA mother board, you have to use also
> EISA cards or else your computer system will be slower than when you're
> using ISA board with ISA cards.
> 							-Bill


That's nonsense!!  You can use ISA cards in an EISA-system without problem
and at the same speed as in an ISA system!!

-Luke
"	comp.sys.ibm.pc.hardware	3
3250	"From: sunder@grusin.crhc.uiuc.edu (Srinivas Sunder)
Subject: Re: The Stage is Being Set
Organization: Center for Reliable and High-Performance Computing, University of Illinois at Urbana-Champaign
Lines: 33
Distribution: world
NNTP-Posting-Host: grusin.crhc.uiuc.edu

In article <C6sqCo.IID@ucdavis.edu>, ez000281@hamlet.ucdavis.edu () writes:
|> After reading plenty of categorical remarks claiming the arrival of the 
|> restoration of colonialismo, could anyone 1) define colonialismo, 2) indicate
|> what colonial countries remain, 3) indicate what changes indicate that there
|> is a restoration in the making?

I'll leave questions 1 and 2 to be answered elsewhere, but on question 3)
something in the noos today might be an example of the restoration might be.
Namely, that the Clinton Administration is considering asking the UN to 
establish a police force for Haiti.

I didn't hear any thing that said that the current Govt. of Haiti asked for it,
nor is there any real precedent (barring Somalia) for the UN getting involved
in internal conflicts.

That might also answer question 2). The neo-colonial countries are a diffuse
lot - the UN (Security Council).

And while I am at it, I'll take a stab at 1) - the new colonialism, as defined in
most articles I have read, would entail something of the nature of Trusteeship
under the UN Sec. Council, democracy, aid, education, free-markets, free press
and then out for the colonialists, now assured that there is a ""civilized"" 
country that they have left behind.

Note I don't support this idealized concept, simply because I think it is a
lot of hogwash.

-- 
Srinivas Sunder                                         sunder@crhc.uiuc.edu

If The University of Illinois shares these views, I'd be surprised.
They aren't that smart generally -:).
-------------------------------------------------------------------------------
"	talk.politics.mideast	17
5866	"From: mathew <mathew@mantis.co.uk>
Subject: Re: new encryption
Organization: Mantis Consultants, Cambridge. UK.
X-Newsreader: rusnews v1.02
Lines: 15

psionic@wam.umd.edu (Haywood J. Blowme) writes:
> Additonally I spoke with Mr. Melnick about their algorithm. He couldn't tell
> me much about their new agorithm because it hasn't been patented yet.
[...]
> Right now the company is afraid that the new clipper chip will put them out
> of business. This is a very real possibility. So they really need help in
> stopping the clipper chip from becoming a standard.

If they're planning on patenting an algorithm, then I hope they go out of
business as quickly as possible.  And you can tell them I said that.

I'm sure many other readers of these newsgroups will agree, too.


mathew
"	sci.crypt	11
16963	"From: jmd@cube.handheld.com (Jim De Arras)
Subject: Re: ATF BURNS DIVIDIAN RANCH! NO SURVIVORS!!!
Organization: Hand Held Products, Inc.
Lines: 44
Distribution: world
NNTP-Posting-Host: dale.handheld.com

In article <1993Apr20.143255.12711@mcs.kent.edu> mhamilto@Nimitz.mcs.kent.edu  
(The Lawnmowerman) writes:
>Also
>    someone should have told David and his followers that if they can't the  
heat
>    then they should stay out of the kitchen!! (pun intended)
> 
This tops the cold-hearted bastard list!  Unbelievable!  Had this countries  
morals sunk this low, that the death of innocent people is so callously viewed?

> Flame off
> 
> "" Aaah Daniaalson yah wanna fight,  fight me!!""      
> -- 
>  
+----------------------------------------------------------------------------+
> | Matthew R. Hamilton   | mhamilto@mcs.kent.edu    |      A.K.A               
|
> | CS/ Physics Major     | 1499h751@ksuvxb.kent.edu |   (The Lawnmowerman)     
|
> | Kent State University	| 1299h751@ksuvxb.kent.edu |		 
	     |
>  
+----------------------------------------------------------------------------+
> |                                                                             
|
> |                                                                             
|
> |      Look here for future advice.quotes.sayings.jibberish.philosohy         
|
> |                                                                             
|
>  
+----------------------------------------------------------------------------+


--
jmd@handheld.com
-------------------------------------------------------------------------------
""I'm always rethinking that.  There's never been a day when I haven't rethought  
that.  But I can't do that by myself.""  Bill Clinton  6 April 93
""If I were an American, as I am an Englishman, while a foreign troop was landed  
in my country, I never would lay down my arms,-never--never--never!""
WILLIAM PITT, EARL OF CHATHAM 1708-1778 18 Nov. 1777
"	talk.politics.guns	16
3566	"From: beck@irzr17.inf.tu-dresden.de (Andre Beck)
Subject: Re: POV problems with tga outputs
Organization: Dept. of Computer Science, TU Dresden, Germany.
Lines: 10
Distribution: world
Reply-To: Andre_Beck@IRS.Inf.TU-Dresden.DE
NNTP-Posting-Host: irzr17.inf.tu-dresden.de


Remember that the UNIX versions of PoV don't create TGA but QRT file
format output by default. +ft is needed to make TGA.

--
+-o-+--------------------------------------------------------------+-o-+
| o |                \\\-  Brain Inside -///                       | o |
| o |                    ^^^^^^^^^^^^^^^                           | o |
| o | Andre' Beck (ABPSoft) mehl: Andre_Beck@IRS.Inf.TU-Dresden.de | o |
+-o-+--------------------------------------------------------------+-o-+
"	comp.graphics	1
6246	"From: i3y092@rick.cs.ubc.ca (Adam Nicolas Cheal)
Subject: Jumper Settings for MicroScience HD
Organization: Computer Science, University of B.C., Vancouver, B.C., Canada
Lines: 9
Distribution: world
NNTP-Posting-Host: bowen.rick.cs.ubc.ca

OK, I'll try one more time with this one. If ANYONE out there has ANY
information on MicroScience hard drives and how to set the jumpers
(and where they are?) for master/slave configurations. I will gladly
accept any info, as I have a 110M'er sitting in my room collecting dust
just waiting for me to install huge applications. :) Thanks in advance.
(And yes, I regulary check the IDE Harddisk Spec that is posted here.)

-= Adam Cheal =-   i3y092@rick.cs.ubc.ca

"	comp.sys.ibm.pc.hardware	3
17385	"From: jgoss@gaia.torolab.ibm.com (Jeff Goss)
Subject: Re: Honda clutch chatter
In-Reply-To: jimb@hpindda.cup.hp.com's message of Wed, 21 Apr 1993 22:01:32 GMT
Lines: 31
Organization: IBM Toronto Lab

In article <185900001@hpindda.cup.hp.com> jimb@hpindda.cup.hp.com (James Bruder) writes:


> From: jimb@hpindda.cup.hp.com (James Bruder)
> Date: Wed, 21 Apr 1993 22:01:32 GMT
> Organization: HP Information Networks, Cupertino, CA
> Path: eclipse!yktnews.watson.ibm.com!hawnews.watson.ibm.com!newsgate.watson.ibm.com!news.ans.net!howland.reston.ans.net!usc!sdd.hp.com!hpscit.sc.hp.com!hplextra!hpcss01!hpindda!jimb
> Newsgroups: rec.autos
> Lines: 12
> 
> anyone else experiencing a similar problem?
> 
> This concerns the clutch on a 92 Honda Accord 5 speed. When the clutch
> is first used in the morning, about the first 4 miles of shifting, there
> is a significant amount of clutch chatter until things warm up.  Then the
> clutch shifts smoothly.  This chatter started when I moved to the San 
> Francisco Bay area from a low-humidity environment.  The dealer stated
> that this is known to happen since Honda changed from an asbestos to
> non-asbestos clutch material.  No remedy!! Seems that moisture on clutch
> surface causes slipping until the moisture evaporates.
> 
> Any comments out there?


I have been having problems with a slightly different clutch problem on
my 90 Prelude. See rec.autos.tech for more detail. My problem is a false
engagement point below the actual one. It also seems affected by weather -
it is most noticeable (and annoying) on damp or cold days. My dealer says
he can't reproduce the problem - I think I'll just sell the car.

Jeff Goss
"	rec.autos	7
1612	"From: boebert@sctc.com (Earl Boebert)
Subject: .DWG/.GCD/3DD Formats Reference Needed
Organization: SCTC
Lines: 6

Can some kind soul point me to references for the above formats?

Thanks,

Earl

"	comp.graphics	1
9339	"From: lazio@astrosun.tn.cornell.edu (T. Joseph Lazio)
Subject: Re: Space Marketing would be wonderfull.
Organization: Department of Astronomy, Cornell University
Lines: 17
	<C73w0t.FpH@cunews.carleton.ca>
	<1993May16.143120.2248@ucsu.Colorado.EDU>
Reply-To: lazio@astrosun.tn.cornell.edu
NNTP-Posting-Host: seti.tn.cornell.edu
In-reply-to: fcrary@ucsu.Colorado.EDU's message of Sun, 16 May 1993 14:31:20 GMT

>>>>> On Sun, 16 May 1993 14:31:20 GMT, fcrary@ucsu.Colorado.EDU (Frank Crary) said:
fc> Modern, 
fc> ground-based, visible light astronomy (what these proposed
fc> orbiting billboards would upset) is already a dying field: The
fc> opacity and distortions caused by the atmosphere itself have
fc> driven most of the field to use radio, far infrared or space-based
fc> telescopes. 

 Here's one radio astronomer quite concerned about 
 radio-frequency interference from portable telephones, etc.


--
                         | e-mail: lazio@astrosun.tn.cornell.edu
   T. Joseph Lazio       | phone:  (607) 255-6420
                         | ICBM:   42 deg. 20' 08"" N  76 deg. 28' 48"" W
Cornell knows I exist?!? |       STOP RAPE
"	sci.space	14
